Model,DPO3014
Firmware Version,2.40

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,4e-06,
Horizontal Delay,1.928e-05,
Sample Interval,4e-09,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.2,
Vertical Position,0,
,,
,,
,,
Label,,
TIME,CH1,CH4
8.3600e-07,-0.00896875,3.43359
8.4000e-07,-0.00871875,3.42859
8.4400e-07,-0.00846875,3.43141
8.4800e-07,-0.0091875,3.42547
8.5200e-07,-0.00984375,3.43141
8.5600e-07,-0.00984375,3.42578
8.6000e-07,-0.0095625,3.43141
8.6400e-07,-0.008125,3.43578
8.6800e-07,-0.00921875,3.42766
8.7200e-07,-0.00946875,3.43266
8.7600e-07,-0.0094375,3.42891
8.8000e-07,-0.00940625,3.43359
8.8400e-07,-0.00959375,3.43109
8.8800e-07,-0.0100313,3.42797
8.9200e-07,-0.00940625,3.43047
8.9600e-07,-0.00896875,3.43516
9.0000e-07,-0.009375,3.42594
9.0400e-07,-0.00978125,3.43094
9.0800e-07,-0.00953125,3.43312
9.1200e-07,-0.00946875,3.43094
9.1600e-07,-0.00965625,3.42953
9.2000e-07,-0.00865625,3.43531
9.2400e-07,-0.01,3.42891
9.2800e-07,-0.00928125,3.43359
9.3200e-07,-0.0091875,3.43156
9.3600e-07,-0.0090625,3.43344
9.4000e-07,-0.00846875,3.43828
9.4400e-07,-0.00890625,3.43312
9.4800e-07,-0.00878125,3.43578
9.5200e-07,-0.0093125,3.43094
9.5600e-07,-0.0080625,3.43422
9.6000e-07,-0.009375,3.43063
9.6400e-07,-0.00853125,3.43578
9.6800e-07,-0.00834375,3.43609
9.7200e-07,-0.008625,3.43234
9.7600e-07,-0.0088125,3.43406
9.8000e-07,-0.0094375,3.43422
9.8400e-07,-0.00975,3.43125
9.8800e-07,-0.00946875,3.43297
9.9200e-07,-0.00709375,3.43844
9.9600e-07,-0.0083125,3.43813
1.0000e-06,-0.0088125,3.43797
1.0040e-06,-0.00884375,3.43484
1.0080e-06,-0.00928125,3.43422
1.0120e-06,-0.00890625,3.43203
1.0160e-06,-0.00965625,3.43219
1.0200e-06,-0.00921875,3.43172
1.0240e-06,-0.0084375,3.43906
1.0280e-06,-0.00878125,3.43859
1.0320e-06,-0.00940625,3.43406
1.0360e-06,-0.00884375,3.43797
1.0400e-06,-0.009125,3.43641
1.0440e-06,-0.009,3.43328
1.0480e-06,-0.0080625,3.44109
1.0520e-06,-0.0103125,3.43344
1.0560e-06,-0.009,3.43484
1.0600e-06,-0.00946875,3.43109
1.0640e-06,-0.00925,3.43469
1.0680e-06,-0.0086875,3.43844
1.0720e-06,-0.00909375,3.43828
1.0760e-06,-0.0095,3.43797
1.0800e-06,-0.00975,3.43531
1.0840e-06,-0.00921875,3.43625
1.0880e-06,-0.0101563,3.43375
1.0920e-06,-0.00871875,3.43891
1.0960e-06,-0.00840625,3.4375
1.1000e-06,-0.0084375,3.43969
1.1040e-06,-0.0081875,3.44
1.1080e-06,-0.0083125,3.43656
1.1120e-06,-0.0102188,3.43375
1.1160e-06,-0.0103438,3.43672
1.1200e-06,-0.0111562,3.44453
1.1240e-06,-0.0115937,3.43875
1.1280e-06,-0.0115312,3.44016
1.1320e-06,-0.0104063,3.43984
1.1360e-06,-0.00853125,3.44062
1.1400e-06,-0.0078125,3.44437
1.1440e-06,-0.00884375,3.43719
1.1480e-06,-0.009125,3.44266
1.1520e-06,-0.008625,3.44547
1.1560e-06,-0.0083125,3.44391
1.1600e-06,-0.00803125,3.44062
1.1640e-06,-0.00821875,3.44328
1.1680e-06,-0.0095625,3.44109
1.1720e-06,-0.00971875,3.44359
1.1760e-06,-0.0095,3.445
1.1800e-06,-0.01075,3.4375
1.1840e-06,-0.008625,3.44047
1.1880e-06,-0.00840625,3.43922
1.1920e-06,-0.00790625,3.44
1.1960e-06,-0.0071875,3.44219
1.2000e-06,-0.00921875,3.43891
1.2040e-06,-0.0093125,3.44203
1.2080e-06,-0.00971875,3.43734
1.2120e-06,-0.00934375,3.44328
1.2160e-06,-0.00915625,3.435
1.2200e-06,-0.0076875,3.44016
1.2240e-06,-0.00815625,3.43828
1.2280e-06,-0.0081875,3.43844
1.2320e-06,-0.00865625,3.44078
1.2360e-06,-0.00953125,3.43781
1.2400e-06,-0.0108125,3.43391
1.2440e-06,-0.00934375,3.4375
1.2480e-06,-0.00678125,3.44594
1.2520e-06,-0.00728125,3.44219
1.2560e-06,-0.0076875,3.43969
1.2600e-06,-0.008625,3.43938
1.2640e-06,-0.009375,3.43719
1.2680e-06,-0.008875,3.44219
1.2720e-06,-0.0105938,3.43359
1.2760e-06,-0.0094375,3.43688
1.2800e-06,-0.00753125,3.44313
1.2840e-06,-0.00725,3.44328
1.2880e-06,-0.00753125,3.43938
1.2920e-06,-0.00834375,3.44125
1.2960e-06,-0.00925,3.43938
1.3000e-06,-0.0102813,3.43938
1.3040e-06,-0.0089375,3.44766
1.3080e-06,-0.00990625,3.43797
1.3120e-06,-0.008375,3.44125
1.3160e-06,-0.00871875,3.43969
1.3200e-06,-0.00896875,3.44062
1.3240e-06,-0.00803125,3.44859
1.3280e-06,-0.00946875,3.43922
1.3320e-06,-0.00928125,3.44141
1.3360e-06,-0.00946875,3.44109
1.3400e-06,-0.00825,3.44656
1.3440e-06,-0.00934375,3.44266
1.3480e-06,-0.00790625,3.44562
1.3520e-06,-0.008375,3.44219
1.3560e-06,-0.00890625,3.44047
1.3600e-06,-0.0085625,3.44719
1.3640e-06,-0.01,3.44234
1.3680e-06,-0.0104063,3.43438
1.3720e-06,-0.00959375,3.44109
1.3760e-06,-0.00709375,3.44813
1.3800e-06,-0.0081875,3.44422
1.3840e-06,-0.00803125,3.44375
1.3880e-06,-0.00928125,3.44062
1.3920e-06,-0.0091875,3.44094
1.3960e-06,-0.009,3.44672
1.4000e-06,-0.010375,3.44516
1.4040e-06,-0.00971875,3.44375
1.4080e-06,-0.007875,3.44391
1.4120e-06,-0.0081875,3.44719
1.4160e-06,-0.00834375,3.44391
1.4200e-06,-0.008625,3.44328
1.4240e-06,-0.00890625,3.44344
1.4280e-06,-0.00946875,3.44953
1.4320e-06,-0.008375,3.44797
1.4360e-06,-0.00925,3.44094
1.4400e-06,-0.00840625,3.44734
1.4440e-06,-0.009375,3.43922
1.4480e-06,-0.00903125,3.4425
1.4520e-06,-0.0086875,3.44813
1.4560e-06,-0.0093125,3.44281
1.4600e-06,-0.00925,3.44562
1.4640e-06,-0.00940625,3.44531
1.4680e-06,-0.00759375,3.44828
1.4720e-06,-0.0095,3.44484
1.4760e-06,-0.00809375,3.44562
1.4800e-06,-0.008375,3.44484
1.4840e-06,-0.009,3.44281
1.4880e-06,-0.00871875,3.45031
1.4920e-06,-0.0095,3.44656
1.4960e-06,-0.0104375,3.44031
1.5000e-06,-0.00940625,3.44609
1.5040e-06,-0.0071875,3.45312
1.5080e-06,-0.00825,3.44688
1.5120e-06,-0.00796875,3.44766
1.5160e-06,-0.0093125,3.44437
1.5200e-06,-0.00953125,3.44453
1.5240e-06,-0.00834375,3.44656
1.5280e-06,-0.00990625,3.44547
1.5320e-06,-0.0094375,3.44672
1.5360e-06,-0.008875,3.44625
1.5400e-06,-0.0083125,3.44875
1.5440e-06,-0.00928125,3.44547
1.5480e-06,-0.00903125,3.44641
1.5520e-06,-0.00965625,3.44422
1.5560e-06,-0.00959375,3.45078
1.5600e-06,-0.008125,3.44984
1.5640e-06,-0.00946875,3.44281
1.5680e-06,-0.00890625,3.45
1.5720e-06,-0.009875,3.44437
1.5760e-06,-0.00878125,3.44984
1.5800e-06,-0.00859375,3.44875
1.5840e-06,-0.00975,3.44562
1.5880e-06,-0.00921875,3.45063
1.5920e-06,-0.0094375,3.44641
1.5960e-06,-0.0080625,3.45047
1.6000e-06,-0.00975,3.44531
1.6040e-06,-0.0085625,3.44734
1.6080e-06,-0.0088125,3.445
1.6120e-06,-0.0093125,3.44422
1.6160e-06,-0.008375,3.45109
1.6200e-06,-0.00971875,3.44641
1.6240e-06,-0.0100938,3.4425
1.6280e-06,-0.00925,3.44531
1.6320e-06,-0.0079375,3.45297
1.6360e-06,-0.00828125,3.44828
1.6400e-06,-0.008875,3.44625
1.6440e-06,-0.0095,3.44344
1.6480e-06,-0.008875,3.44594
1.6520e-06,-0.0084375,3.44875
1.6560e-06,-0.0101875,3.44906
1.6600e-06,-0.009125,3.44609
1.6640e-06,-0.00834375,3.44625
1.6680e-06,-0.00896875,3.44906
